t,motion_energy,omega_w,max_abs_z
0,2.167635e-10,-1.052036e-03,3.444598e-03
1,2.012320e-10,-1.089074e-03,3.281518e-03
2,1.868957e-10,-1.126205e-03,3.126097e-03
3,1.736590e-10,-1.163248e-03,2.994481e-03
4,1.614340e-10,-1.199969e-03,2.887285e-03
5,1.501404e-10,-1.236056e-03,2.785371e-03
6,1.397040e-10,-1.271108e-03,2.688479e-03
7,1.300572e-10,-1.304545e-03,2.596361e-03
8,1.211374e-10,-1.335380e-03,2.508783e-03
9,1.128875e-10,-1.361438e-03,2.425520e-03
10,1.052549e-10,-1.382771e-03,2.346360e-03
11,9.819123e-11,-1.423937e-03,2.271099e-03
12,9.165206e-11,-1.448525e-03,2.199544e-03
13,8.559657e-11,-1.472450e-03,2.131513e-03
14,7.998723e-11,-1.494979e-03,2.066829e-03
15,7.478954e-11,-1.515619e-03,2.005327e-03
16,6.997174e-11,-1.534034e-03,1.946849e-03
17,6.550463e-11,-1.549918e-03,1.891243e-03
18,6.136136e-11,-1.562936e-03,1.838366e-03
19,5.751719e-11,-1.572833e-03,1.788083e-03
20,5.394936e-11,-1.579988e-03,1.740263e-03
21,5.063692e-11,-1.586114e-03,1.730265e-03
22,4.756058e-11,-1.586312e-03,1.724508e-03
23,4.470257e-11,-1.583128e-03,1.718557e-03
24,4.204650e-11,-1.575531e-03,1.712420e-03
25,3.957730e-11,-1.565640e-03,1.706105e-03
26,3.728105e-11,-1.559328e-03,1.699622e-03
27,3.514494e-11,-1.551613e-03,1.692982e-03
28,3.315715e-11,-1.536725e-03,1.686194e-03
29,3.130677e-11,-1.516221e-03,1.679270e-03
30,2.958374e-11,-1.491174e-03,1.672220e-03
31,2.797878e-11,-1.462447e-03,1.665057e-03
32,2.648333e-11,-1.430418e-03,1.657791e-03
33,2.508947e-11,-1.394370e-03,1.650434e-03
34,2.378991e-11,-1.354789e-03,1.642996e-03
35,2.257789e-11,-1.315003e-03,1.635489e-03
36,2.144718e-11,-1.275104e-03,1.627922e-03
37,2.039202e-11,-1.234537e-03,1.620305e-03
38,1.940709e-11,-1.193407e-03,1.612649e-03
39,1.848746e-11,-1.151994e-03,1.604963e-03
40,1.762858e-11,-1.110435e-03,1.597256e-03
41,1.682623e-11,-1.068489e-03,1.589536e-03
42,1.607653e-11,-1.025719e-03,1.581813e-03
43,1.537585e-11,-9.823473e-04,1.574093e-03
44,1.472086e-11,-9.388855e-04,1.566384e-03
45,1.410846e-11,-8.956536e-04,1.558693e-03
46,1.353580e-11,-8.528171e-04,1.551028e-03
47,1.300020e-11,-8.104780e-04,1.543394e-03
48,1.249922e-11,-7.687190e-04,1.535797e-03
49,1.203056e-11,-7.276220e-04,1.528243e-03
50,1.159212e-11,-6.872692e-04,1.520738e-03
51,1.118193e-11,-6.477314e-04,1.513285e-03
52,1.079816e-11,-6.090602e-04,1.505890e-03
53,1.043913e-11,-5.712902e-04,1.498558e-03
54,1.010327e-11,-5.344445e-04,1.491291e-03
55,9.789113e-12,-4.985393e-04,1.484094e-03
56,9.495313e-12,-4.635865e-04,1.476970e-03
57,9.220611e-12,-4.295943e-04,1.469923e-03
58,8.963837e-12,-3.965678e-04,1.462955e-03
59,8.723903e-12,-3.645093e-04,1.456069e-03
60,8.499801e-12,-3.334178e-04,1.449267e-03
61,8.290589e-12,-3.032889e-04,1.442552e-03
62,8.095394e-12,-2.741150e-04,1.435926e-03
63,7.913401e-12,-2.458849e-04,1.429390e-03
64,7.743855e-12,-2.185845e-04,1.428072e-03
65,7.586050e-12,-1.921969e-04,1.432923e-03
66,7.439330e-12,-1.667038e-04,1.437683e-03
67,7.303084e-12,-1.420848e-04,1.442358e-03
68,7.176743e-12,-1.183162e-04,1.446955e-03
69,7.059777e-12,-9.537201e-05,1.451481e-03
70,6.951691e-12,-7.322688e-05,1.455940e-03
71,6.852026e-12,-5.185468e-05,1.460339e-03
72,6.760353e-12,-3.122722e-05,1.464684e-03
73,6.676272e-12,-1.131382e-05,1.468978e-03
74,6.599411e-12,7.918277e-06,1.473228e-03
75,6.529422e-12,2.650133e-05,1.477438e-03
76,6.465982e-12,4.446042e-05,1.481614e-03
77,6.408790e-12,6.180615e-05,1.485758e-03
78,6.357564e-12,7.853716e-05,1.489875e-03
79,6.312043e-12,9.465596e-05,1.493971e-03
80,6.271983e-12,1.101814e-04,1.498047e-03
81,6.237157e-12,1.251464e-04,1.502108e-03
82,6.207353e-12,1.395890e-04,1.506158e-03
83,6.182375e-12,1.535459e-04,1.510200e-03
84,6.162039e-12,1.670479e-04,1.514238e-03
85,6.146175e-12,1.801154e-04,1.518273e-03
86,6.134626e-12,1.927538e-04,1.522310e-03
87,6.127244e-12,2.049568e-04,1.526351e-03
88,6.123892e-12,2.167169e-04,1.530400e-03
89,6.124445e-12,2.280362e-04,1.534457e-03
90,6.128785e-12,2.389283e-04,1.538527e-03
91,6.136805e-12,2.494142e-04,1.542611e-03
92,6.148404e-12,2.595166e-04,1.546712e-03
93,6.163491e-12,2.692562e-04,1.550832e-03
94,6.181980e-12,2.786516e-04,1.554973e-03
95,6.203795e-12,2.877188e-04,1.559138e-03
96,6.228863e-12,2.964722e-04,1.563328e-03
97,6.257121e-12,3.049247e-04,1.567544e-03
98,6.288508e-12,3.130881e-04,1.573828e-03
99,6.322972e-12,3.209736e-04,1.583521e-03
100,6.360465e-12,3.285916e-04,1.593285e-03
101,6.400944e-12,3.359521e-04,1.603123e-03
102,6.444370e-12,3.430644e-04,1.613035e-03
103,6.490711e-12,3.499375e-04,1.623026e-03
104,6.539936e-12,3.565793e-04,1.633095e-03
105,6.592021e-12,3.629949e-04,1.643246e-03
106,6.646945e-12,3.691779e-04,1.653481e-03
107,6.704690e-12,3.751155e-04,1.663801e-03
108,6.765245e-12,3.808544e-04,1.674207e-03
109,6.828597e-12,3.864392e-04,1.684703e-03
110,6.894742e-12,3.917486e-04,1.695288e-03
111,6.963676e-12,3.968845e-04,1.705966e-03
112,7.035400e-12,4.018882e-04,1.716738e-03
113,7.109916e-12,4.067108e-04,1.727604e-03
114,7.187231e-12,4.113573e-04,1.738567e-03
115,7.267354e-12,4.158335e-04,1.749629e-03
116,7.350298e-12,4.201444e-04,1.760790e-03
117,7.436076e-12,4.242944e-04,1.772052e-03
118,7.524708e-12,4.282878e-04,1.783416e-03
119,7.616213e-12,4.321291e-04,1.794884e-03
120,7.710614e-12,4.358229e-04,1.806457e-03
121,7.807937e-12,4.393730e-04,1.818137e-03
122,7.908211e-12,4.427735e-04,1.829923e-03
123,8.011465e-12,4.460396e-04,1.841819e-03
124,8.117734e-12,4.491812e-04,1.853825e-03
125,8.227053e-12,4.521955e-04,1.865941e-03
126,8.339460e-12,4.550859e-04,1.878170e-03
127,8.454996e-12,4.578559e-04,1.890513e-03
128,8.573704e-12,4.605094e-04,1.902970e-03
129,8.695631e-12,4.630501e-04,1.915543e-03
130,8.820823e-12,4.654821e-04,1.928233e-03
131,8.949332e-12,4.678102e-04,1.941040e-03
132,9.081211e-12,4.700405e-04,1.953967e-03
133,9.216515e-12,4.721791e-04,1.967014e-03
134,9.355303e-12,4.742280e-04,1.980182e-03
135,9.497635e-12,4.761823e-04,1.993472e-03
136,9.643574e-12,4.780369e-04,2.006885e-03
137,9.793186e-12,4.797937e-04,2.020422e-03
138,9.946539e-12,4.814579e-04,2.034085e-03
139,1.010370e-11,4.830349e-04,2.047874e-03
140,1.026476e-11,4.845284e-04,2.061790e-03
141,1.042977e-11,4.859414e-04,2.075835e-03
142,1.059883e-11,4.872763e-04,2.090008e-03
143,1.077200e-11,4.885353e-04,2.104312e-03
144,1.094939e-11,4.897202e-04,2.118748e-03
145,1.113107e-11,4.908330e-04,2.133315e-03
146,1.131714e-11,4.918756e-04,2.148016e-03
147,1.150769e-11,4.928497e-04,2.162851e-03
148,1.170282e-11,4.937571e-04,2.177821e-03
149,1.190262e-11,4.945996e-04,2.192927e-03
150,1.210720e-11,4.953788e-04,2.208170e-03
151,1.231667e-11,4.960966e-04,2.223552e-03
152,1.253114e-11,4.967547e-04,2.239072e-03
153,1.275071e-11,4.973546e-04,2.254733e-03
154,1.297550e-11,4.978982e-04,2.270535e-03
155,1.320565e-11,4.983870e-04,2.286479e-03
156,1.344126e-11,4.988228e-04,2.302566e-03
157,1.368246e-11,4.992070e-04,2.318796e-03
158,1.392940e-11,4.995411e-04,2.335172e-03
159,1.418219e-11,4.998267e-04,2.351694e-03
160,1.444099e-11,5.000650e-04,2.368363e-03
161,1.470594e-11,5.002574e-04,2.385181e-03
162,1.497717e-11,5.004050e-04,2.402147e-03
163,1.525485e-11,5.005089e-04,2.419263e-03
164,1.553914e-11,5.005700e-04,2.436530e-03
165,1.583018e-11,5.005891e-04,2.453950e-03
166,1.612815e-11,5.005670e-04,2.471522e-03
167,1.643322e-11,5.005042e-04,2.489249e-03
168,1.674557e-11,5.004014e-04,2.507131e-03
169,1.706536e-11,5.002590e-04,2.525170e-03
170,1.739280e-11,5.000775e-04,2.543366e-03
171,1.772807e-11,4.998573e-04,2.561720e-03
172,1.807136e-11,4.995989e-04,2.580234e-03
173,1.842289e-11,4.993028e-04,2.598908e-03
174,1.878285e-11,4.989696e-04,2.617744e-03
175,1.915146e-11,4.985998e-04,2.636743e-03
176,1.952894e-11,4.981941e-04,2.655906e-03
177,1.991552e-11,4.977532e-04,2.675234e-03
178,2.031143e-11,4.972777e-04,2.694728e-03
179,2.071692e-11,4.967686e-04,2.714389e-03
180,2.113221e-11,4.962265e-04,2.734218e-03
181,2.155758e-11,4.956524e-04,2.754218e-03
182,2.199327e-11,4.950469e-04,2.774388e-03
183,2.243957e-11,4.944108e-04,2.794729e-03
184,2.289674e-11,4.937451e-04,2.815244e-03
185,2.336506e-11,4.930505e-04,2.835934e-03
186,2.384483e-11,4.923277e-04,2.856798e-03
187,2.433635e-11,4.915776e-04,2.877840e-03
188,2.483993e-11,4.908007e-04,2.899059e-03
189,2.535589e-11,4.899979e-04,2.920458e-03
190,2.588454e-11,4.891698e-04,2.942037e-03
191,2.642623e-11,4.883170e-04,2.963797e-03
192,2.698130e-11,4.874403e-04,2.985741e-03
193,2.755010e-11,4.865401e-04,3.007868e-03
194,2.813301e-11,4.856172e-04,3.030182e-03
195,2.873040e-11,4.846720e-04,3.052682e-03
196,2.934264e-11,4.837050e-04,3.075370e-03
197,2.997015e-11,4.827169e-04,3.098248e-03
198,3.061333e-11,4.817082e-04,3.121316e-03
199,3.127260e-11,4.806792e-04,3.144577e-03
200,3.194839e-11,4.796305e-04,3.168031e-03
201,3.264114e-11,4.785625e-04,3.191681e-03
202,3.335132e-11,4.774757e-04,3.215526e-03
203,3.407940e-11,4.763705e-04,3.239569e-03
204,3.482585e-11,4.752472e-04,3.263812e-03
205,3.559118e-11,4.741063e-04,3.288255e-03
206,3.637590e-11,4.729481e-04,3.312900e-03
207,3.718053e-11,4.717730e-04,3.337748e-03
208,3.800562e-11,4.705813e-04,3.362801e-03
209,3.885173e-11,4.693734e-04,3.388061e-03
210,3.971943e-11,4.681495e-04,3.413529e-03
211,4.060930e-11,4.669101e-04,3.439207e-03
212,4.152196e-11,4.656554e-04,3.465095e-03
213,4.245803e-11,4.643857e-04,3.491196e-03
214,4.341815e-11,4.631015e-04,3.517511e-03
215,4.440298e-11,4.618030e-04,3.544042e-03
216,4.541321e-11,4.604906e-04,3.570790e-03
217,4.644953e-11,4.591648e-04,3.597757e-03
218,4.751267e-11,4.578260e-04,3.624945e-03
219,4.860335e-11,4.564740e-04,3.652355e-03
220,4.972235e-11,4.551047e-04,3.679988e-03
221,5.087044e-11,4.537060e-04,3.707848e-03
222,5.204845e-11,4.522790e-04,3.735934e-03
223,5.325718e-11,4.508530e-04,3.764250e-03
224,5.449750e-11,4.494290e-04,3.792796e-03
225,5.577029e-11,4.479972e-04,3.821574e-03
226,5.707644e-11,4.465539e-04,3.850587e-03
227,5.841690e-11,4.450986e-04,3.879836e-03
228,5.979261e-11,4.436316e-04,3.909322e-03
229,6.120456e-11,4.421532e-04,3.939048e-03
230,6.265376e-11,4.406637e-04,3.969016e-03
231,6.414126e-11,4.391638e-04,3.999226e-03
232,6.566812e-11,4.376539e-04,4.029682e-03
233,6.723546e-11,4.361345e-04,4.060385e-03
234,6.884440e-11,4.346056e-04,4.091337e-03
235,7.049612e-11,4.330665e-04,4.122539e-03
236,7.219181e-11,4.315168e-04,4.153995e-03
237,7.393272e-11,4.299564e-04,4.185705e-03
238,7.572012e-11,4.283855e-04,4.217672e-03
239,7.755532e-11,4.268048e-04,4.249897e-03
240,7.943967e-11,4.252144e-04,4.282384e-03
241,8.137455e-11,4.236147e-04,4.315133e-03
242,8.336139e-11,4.220058e-04,4.348147e-03
243,8.540167e-11,4.203879e-04,4.381428e-03
244,8.749689e-11,4.187611e-04,4.414978e-03
245,8.964862e-11,4.171256e-04,4.448799e-03
246,9.185845e-11,4.154815e-04,4.482894e-03
247,9.412803e-11,4.138289e-04,4.517264e-03
248,9.645906e-11,4.121680e-04,4.551911e-03
249,9.885329e-11,4.104990e-04,4.586839e-03
250,1.013125e-10,4.088219e-04,4.622049e-03
251,1.038386e-10,4.071370e-04,4.657543e-03
252,1.064334e-10,4.054443e-04,4.693324e-03
253,1.090989e-10,4.037441e-04,4.729393e-03
254,1.118371e-10,4.020364e-04,4.765754e-03
255,1.146502e-10,4.003214e-04,4.802409e-03
256,1.175401e-10,3.985992e-04,4.839359e-03
257,1.205092e-10,3.968700e-04,4.876608e-03
258,1.235597e-10,3.951338e-04,4.914158e-03
259,1.266940e-10,3.933906e-04,4.952011e-03
260,1.299143e-10,3.916405e-04,4.990170e-03
261,1.332232e-10,3.898835e-04,5.028637e-03
262,1.366233e-10,3.881195e-04,5.067414e-03
263,1.401171e-10,3.863486e-04,5.106505e-03
264,1.437073e-10,3.845708e-04,5.145912e-03
265,1.473968e-10,3.827860e-04,5.185637e-03
266,1.511883e-10,3.809944e-04,5.225683e-03
267,1.550847e-10,3.791959e-04,5.266053e-03
268,1.590892e-10,3.773906e-04,5.306749e-03
269,1.632048e-10,3.755787e-04,5.347774e-03
270,1.674347e-10,3.737604e-04,5.389131e-03
271,1.717822e-10,3.719357e-04,5.430822e-03
272,1.762507e-10,3.701048e-04,5.472851e-03
273,1.808437e-10,3.682679e-04,5.515219e-03
274,1.855648e-10,3.664252e-04,5.557931e-03
275,1.904176e-10,3.645768e-04,5.600988e-03
276,1.954061e-10,3.627228e-04,5.644394e-03
277,2.005340e-10,3.608635e-04,5.688152e-03
278,2.058054e-10,3.589989e-04,5.732264e-03
279,2.112246e-10,3.571293e-04,5.776734e-03
280,2.167956e-10,3.552548e-04,5.821564e-03
281,2.225230e-10,3.533755e-04,5.866758e-03
282,2.284113e-10,3.514916e-04,5.912318e-03
283,2.344651e-10,3.496033e-04,5.958248e-03
284,2.406893e-10,3.477106e-04,6.004551e-03
285,2.470887e-10,3.458138e-04,6.051230e-03
286,2.536684e-10,3.439131e-04,6.098289e-03
287,2.604337e-10,3.420084e-04,6.145729e-03
288,2.673900e-10,3.401001e-04,6.205350e-03
289,2.745427e-10,3.381882e-04,6.297321e-03
290,2.818977e-10,3.362729e-04,6.390700e-03
291,2.894607e-10,3.343545e-04,6.485508e-03
292,2.972378e-10,3.324329e-04,6.581764e-03
293,3.052353e-10,3.305084e-04,6.679493e-03
294,3.134595e-10,3.285812e-04,6.778715e-03
295,3.219170e-10,3.266513e-04,6.879453e-03
296,3.306146e-10,3.247191e-04,6.981729e-03
297,3.395593e-10,3.227846e-04,7.085568e-03
298,3.487583e-10,3.208479e-04,7.190991e-03
299,3.582189e-10,3.189093e-04,7.298024e-03
300,3.679488e-10,3.169690e-04,7.406689e-03
301,3.779559e-10,3.150270e-04,7.517013e-03
302,3.882481e-10,3.130836e-04,7.629018e-03
303,3.988337e-10,3.111390e-04,7.742732e-03
304,4.097215e-10,3.091932e-04,7.858178e-03
305,4.209200e-10,3.072465e-04,7.975384e-03
306,4.324384e-10,3.052989e-04,8.094376e-03
307,4.442859e-10,3.033508e-04,8.215180e-03
308,4.564722e-10,3.014023e-04,8.337823e-03
309,4.690072e-10,2.994535e-04,8.462334e-03
310,4.819009e-10,2.975045e-04,8.588739e-03
311,4.951639e-10,2.955557e-04,8.717068e-03
312,5.088068e-10,2.936071e-04,8.847349e-03
313,5.228408e-10,2.916588e-04,8.979612e-03
314,5.372773e-10,2.897112e-04,9.113885e-03
315,5.521279e-10,2.877643e-04,9.250200e-03
316,5.674047e-10,2.858182e-04,9.388587e-03
